polarity,subjectivity,Time 
0.12916612554112553,0.20506709956709954,18-02-22-08-17
0.12916612554112553,0.20506709956709954,18-02-22-08-18
0.12916612554112553,0.20506709956709954,18-02-22-08-19
0.12916612554112553,0.20506709956709954,18-02-22-08-20
0.12916612554112553,0.20506709956709954,18-02-22-08-21
0.13916612554112553,0.23506709956709954,18-02-22-08-22
0.13916612554112553,0.23506709956709954,18-02-22-08-23
0.13916612554112553,0.23506709956709954,18-02-22-08-24
0.13916612554112553,0.23506709956709954,18-02-22-08-25
0.13916612554112553,0.23506709956709954,18-02-22-08-26
0.13916612554112553,0.23506709956709954,18-02-22-08-27
0.13916612554112553,0.23506709956709954,18-02-22-08-28
0.13916612554112553,0.23506709956709954,18-02-22-08-29
0.13916612554112553,0.23506709956709954,18-02-22-08-30
0.13916612554112553,0.23506709956709954,18-02-22-08-31
0.13916612554112553,0.23506709956709954,18-02-22-08-32
0.13916612554112553,0.23506709956709954,18-02-22-08-33
0.13916612554112553,0.23506709956709954,18-02-22-08-34
0.13916612554112553,0.23506709956709954,18-02-22-08-35
0.13916612554112553,0.23506709956709954,18-02-22-08-36
0.13916612554112553,0.23506709956709954,18-02-22-08-37
0.13916612554112553,0.23506709956709954,18-02-22-08-38
0.13916612554112553,0.23506709956709954,18-02-22-08-39
0.13916612554112553,0.23506709956709954,18-02-22-08-40
0.13916612554112553,0.23506709956709954,18-02-22-08-41
0.13916612554112553,0.23506709956709954,18-02-22-08-42
0.13916612554112553,0.23506709956709954,18-02-22-08-43
0.13916612554112553,0.23506709956709954,18-02-22-08-44
0.13916612554112553,0.23506709956709954,18-02-22-08-45
0.11916612554112554,0.21506709956709957,18-02-22-08-46
0.11916612554112554,0.21506709956709957,18-02-22-08-47
0.11916612554112554,0.21506709956709957,18-02-22-08-48
0.11916612554112554,0.21506709956709957,18-02-22-08-49
0.11916612554112554,0.21506709956709957,18-02-22-08-50
0.11916612554112554,0.21506709956709957,18-02-22-08-51
0.11916612554112554,0.21506709956709957,18-02-22-08-52
0.11916612554112554,0.21506709956709957,18-02-22-08-53
0.11916612554112554,0.21506709956709957,18-02-22-08-54
0.11916612554112554,0.21506709956709957,18-02-22-08-55
0.11916612554112554,0.21506709956709957,18-02-22-08-56
0.11916612554112554,0.21506709956709957,18-02-22-08-57
0.11916612554112554,0.21506709956709957,18-02-22-08-58
0.11916612554112554,0.21506709956709957,18-02-22-08-59
0.11916612554112554,0.2350670995670996,18-02-22-09-00
0.11916612554112554,0.2350670995670996,18-02-22-09-01
0.11916612554112554,0.2350670995670996,18-02-22-09-02
0.11916612554112554,0.2350670995670996,18-02-22-09-03
0.11916612554112554,0.2350670995670996,18-02-22-09-04
0.11916612554112554,0.2350670995670996,18-02-22-09-06
0.11916612554112554,0.2350670995670996,18-02-22-09-07
0.11916612554112554,0.2350670995670996,18-02-22-09-08
0.11916612554112554,0.2350670995670996,18-02-22-09-09
0.11916612554112554,0.2350670995670996,18-02-22-09-10
0.11916612554112554,0.2350670995670996,18-02-22-09-11
0.11916612554112554,0.2350670995670996,18-02-22-09-12
0.11916612554112554,0.2350670995670996,18-02-22-09-13
0.11916612554112554,0.2350670995670996,18-02-22-09-15
0.11916612554112554,0.2350670995670996,18-02-22-09-15
0.11916612554112554,0.2350670995670996,18-02-22-09-18
0.13916612554112553,0.27506709956709957,18-02-22-09-19
0.13916612554112553,0.27506709956709957,18-02-22-09-21
0.13916612554112553,0.27506709956709957,18-02-22-09-23
0.13916612554112553,0.27506709956709957,18-02-22-09-24
0.13916612554112553,0.27506709956709957,18-02-22-09-25
0.13916612554112553,0.27506709956709957,18-02-22-09-26
0.13916612554112553,0.27506709956709957,18-02-22-09-28
0.13916612554112553,0.27506709956709957,18-02-22-09-29
0.13916612554112553,0.27506709956709957,18-02-22-09-30
0.13916612554112553,0.27506709956709957,18-02-22-09-32
0.13916612554112553,0.27506709956709957,18-02-22-09-33
0.13116612554112556,0.2870670995670995,18-02-22-09-34
0.13116612554112556,0.2870670995670995,18-02-22-09-36
0.13116612554112556,0.2870670995670995,18-02-22-09-37
0.13116612554112556,0.2870670995670995,18-02-22-09-39
0.13116612554112556,0.2870670995670995,18-02-22-09-40
0.10716612554112555,0.31106709956709955,18-02-22-09-41
0.10716612554112555,0.31106709956709955,18-02-22-09-42
0.10716612554112555,0.31106709956709955,18-02-22-09-43
0.10716612554112555,0.31106709956709955,18-02-22-09-45
0.10716612554112555,0.31106709956709955,18-02-22-09-46
0.10716612554112555,0.31106709956709955,18-02-22-09-48
0.10716612554112555,0.31106709956709955,18-02-22-09-51
0.10716612554112555,0.31106709956709955,18-02-22-09-54
0.10716612554112555,0.31106709956709955,18-02-22-09-55
0.10716612554112555,0.31106709956709955,18-02-22-09-56
0.10716612554112555,0.31106709956709955,18-02-22-09-56
0.10716612554112555,0.31106709956709955,18-02-22-09-57
0.10716612554112555,0.31106709956709955,18-02-22-09-59
0.10716612554112555,0.31106709956709955,18-02-22-09-59
0.10716612554112555,0.3110670995670996,18-02-22-10-00
0.10716612554112555,0.3110670995670996,18-02-22-10-01
0.10716612554112555,0.3110670995670996,18-02-22-10-03
0.10716612554112555,0.3110670995670996,18-02-22-10-06
0.10716612554112555,0.3110670995670996,18-02-22-10-07
0.10716612554112555,0.3110670995670996,18-02-22-10-09
0.10716612554112555,0.3110670995670996,18-02-22-10-11
0.10716612554112555,0.3110670995670996,18-02-22-10-11
0.10716612554112555,0.3110670995670996,18-02-22-10-13
0.10716612554112555,0.3110670995670996,18-02-22-10-14
0.10716612554112555,0.3110670995670996,18-02-22-10-15
0.10716612554112555,0.3110670995670996,18-02-22-10-16
0.10716612554112555,0.3110670995670996,18-02-22-10-18
0.10716612554112555,0.3110670995670996,18-02-22-10-19
0.10716612554112555,0.3110670995670996,18-02-22-10-20
0.10716612554112555,0.3110670995670996,18-02-22-10-21
0.10716612554112555,0.3110670995670996,18-02-22-10-22
0.10716612554112555,0.3110670995670996,18-02-22-10-22
0.10716612554112555,0.3110670995670996,18-02-22-10-23
0.10716612554112555,0.3110670995670996,18-02-22-10-24
0.10716612554112555,0.31106709956709955,18-02-22-10-25
0.10716612554112555,0.31106709956709955,18-02-22-10-26
0.10716612554112555,0.31106709956709955,18-02-22-10-29
0.10716612554112555,0.31106709956709955,18-02-22-10-30
0.10716612554112555,0.31106709956709955,18-02-22-10-31
0.10716612554112555,0.31106709956709955,18-02-22-10-35
0.10716612554112555,0.31106709956709955,18-02-22-10-36
0.10716612554112555,0.31106709956709955,18-02-22-10-38
0.10716612554112555,0.31106709956709955,18-02-22-10-40
0.10716612554112555,0.31106709956709955,18-02-22-10-40
0.10716612554112555,0.31106709956709955,18-02-22-10-43
0.10716612554112555,0.31106709956709955,18-02-22-10-44
0.10716612554112555,0.31106709956709955,18-02-22-10-45
0.10716612554112555,0.31106709956709955,18-02-22-10-46
0.10716612554112555,0.31106709956709955,18-02-22-10-47
0.06716612554112554,0.27106709956709957,18-02-22-10-48
0.06716612554112554,0.27106709956709957,18-02-22-10-49
0.06716612554112554,0.27106709956709957,18-02-22-10-51
0.06716612554112554,0.27106709956709957,18-02-22-10-53
0.06716612554112554,0.27106709956709957,18-02-22-10-54
0.06716612554112554,0.27106709956709957,18-02-22-10-56
0.06716612554112554,0.27106709956709957,18-02-22-10-56
0.06716612554112554,0.27106709956709957,18-02-22-10-56
0.06716612554112554,0.27106709956709957,18-02-22-11-02
0.06716612554112554,0.27106709956709957,18-02-22-11-04
0.11516612554112556,0.2990670995670996,18-02-22-11-05
0.11516612554112556,0.2990670995670996,18-02-22-11-05
0.11272168109668108,0.26884487734487733,18-02-22-11-07
0.11272168109668108,0.26884487734487733,18-02-22-11-07
0.11272168109668108,0.26884487734487733,18-02-22-11-08
0.11272168109668108,0.26884487734487733,18-02-22-11-09
0.1427216810966811,0.2508448773448773,18-02-22-11-11
0.1427216810966811,0.2508448773448773,18-02-22-11-12
0.1427216810966811,0.2508448773448773,18-02-22-11-13
0.1427216810966811,0.2508448773448773,18-02-22-11-14
0.1427216810966811,0.2508448773448773,18-02-22-11-15
0.1427216810966811,0.2508448773448773,18-02-22-11-16
0.1427216810966811,0.2508448773448773,18-02-22-11-17
0.1427216810966811,0.2508448773448773,18-02-22-11-19
0.1427216810966811,0.2508448773448773,18-02-22-11-20
0.1427216810966811,0.2508448773448773,18-02-22-11-21
0.1427216810966811,0.2508448773448773,18-02-22-11-23
0.1427216810966811,0.2508448773448773,18-02-22-11-25
0.1427216810966811,0.2508448773448773,18-02-22-11-27
0.1427216810966811,0.2508448773448773,18-02-22-11-28
0.1427216810966811,0.2508448773448773,18-02-22-11-29
0.1427216810966811,0.2508448773448773,18-02-22-11-30
0.1427216810966811,0.2508448773448773,18-02-22-11-30
0.1427216810966811,0.2508448773448773,18-02-22-11-31
0.1427216810966811,0.2508448773448773,18-02-22-11-31
0.1427216810966811,0.2508448773448773,18-02-22-11-33
0.1427216810966811,0.2508448773448773,18-02-22-11-34
0.1427216810966811,0.2508448773448773,18-02-22-11-35
0.1427216810966811,0.2508448773448773,18-02-22-11-36
0.1427216810966811,0.2508448773448773,18-02-22-11-37
0.1427216810966811,0.2508448773448773,18-02-22-11-38
0.1427216810966811,0.2508448773448773,18-02-22-11-39
0.1427216810966811,0.2508448773448773,18-02-22-11-41
0.1427216810966811,0.2508448773448773,18-02-22-11-42
0.1427216810966811,0.2508448773448773,18-02-22-11-44
0.1427216810966811,0.2508448773448773,18-02-22-11-45
0.1427216810966811,0.2508448773448773,18-02-22-11-48
0.14338834776334777,0.26151154401154403,18-02-22-11-50
0.14338834776334777,0.26151154401154403,18-02-22-11-50
0.14338834776334777,0.26151154401154403,18-02-22-11-52
0.14338834776334777,0.26151154401154403,18-02-22-11-54
0.14338834776334777,0.26151154401154403,18-02-22-11-55
0.1427216810966811,0.2508448773448773,18-02-22-11-56
0.1427216810966811,0.2508448773448773,18-02-22-11-57
0.1427216810966811,0.2508448773448773,18-02-22-11-58
0.1427216810966811,0.2508448773448773,18-02-22-11-59
0.12272168109668109,0.29084487734487735,18-02-22-12-01
0.12272168109668109,0.29084487734487735,18-02-22-12-03
0.12272168109668109,0.29084487734487735,18-02-22-12-03
0.12272168109668109,0.29084487734487735,18-02-22-12-04
0.12272168109668109,0.29084487734487735,18-02-22-12-05
0.12272168109668109,0.29084487734487735,18-02-22-12-07
0.12272168109668109,0.29084487734487735,18-02-22-12-07
0.12272168109668109,0.29084487734487735,18-02-22-12-08
0.12272168109668109,0.29084487734487735,18-02-22-12-09
0.12272168109668109,0.29084487734487735,18-02-22-12-10
0.12272168109668109,0.29084487734487735,18-02-22-12-12
0.08272168109668109,0.27884487734487734,18-02-22-12-13
0.08272168109668109,0.27884487734487734,18-02-22-12-14
0.08272168109668109,0.27884487734487734,18-02-22-12-14
0.08272168109668109,0.27884487734487734,18-02-22-12-16
0.08272168109668109,0.27884487734487734,18-02-22-12-17
0.08272168109668109,0.27884487734487734,18-02-22-12-18
0.08272168109668109,0.27884487734487734,18-02-22-12-19
0.1427216810966811,0.2508448773448773,18-02-22-12-22
0.1427216810966811,0.2508448773448773,18-02-22-12-23
0.1427216810966811,0.2508448773448773,18-02-22-12-24
0.1427216810966811,0.2508448773448773,18-02-22-12-25
0.1427216810966811,0.2508448773448773,18-02-22-12-26
0.1427216810966811,0.2508448773448773,18-02-22-12-27
0.1427216810966811,0.2508448773448773,18-02-22-12-31
0.1427216810966811,0.2508448773448773,18-02-22-12-33
0.1427216810966811,0.2508448773448773,18-02-22-12-33
0.1427216810966811,0.2508448773448773,18-02-22-12-33
0.1427216810966811,0.2508448773448773,18-02-22-12-36
0.1427216810966811,0.2508448773448773,18-02-22-12-37
0.1427216810966811,0.2508448773448773,18-02-22-12-40
0.1427216810966811,0.2508448773448773,18-02-22-12-41
0.1427216810966811,0.2508448773448773,18-02-22-12-44
0.1427216810966811,0.2508448773448773,18-02-22-12-46
0.12138834776334775,0.2591782106782107,18-02-22-12-47
0.12138834776334775,0.2591782106782107,18-02-22-12-49
0.12138834776334775,0.2591782106782107,18-02-22-12-50
0.12138834776334775,0.2591782106782107,18-02-22-12-52
0.1427216810966811,0.2508448773448773,18-02-22-12-57
0.1427216810966811,0.2508448773448773,18-02-22-12-59
0.12272168109668108,0.2744004329004329,18-02-22-13-03
0.12272168109668108,0.2744004329004329,18-02-22-13-04
0.12272168109668108,0.2744004329004329,18-02-22-13-05
0.12272168109668109,0.2744004329004329,18-02-22-13-13
0.12272168109668109,0.2744004329004329,18-02-22-13-14
0.10272168109668108,0.23884487734487736,18-02-22-13-19
0.10272168109668108,0.23884487734487736,18-02-22-13-20
0.10272168109668108,0.23884487734487736,18-02-22-13-20
0.10272168109668108,0.23884487734487736,18-02-22-13-21
0.10272168109668108,0.23884487734487736,18-02-22-13-23
0.10272168109668108,0.23884487734487736,18-02-22-13-25
0.10272168109668108,0.23884487734487736,18-02-22-13-36
0.10272168109668108,0.23884487734487736,18-02-22-13-36
0.10272168109668108,0.23884487734487736,18-02-22-13-38
0.1027216810966811,0.23884487734487736,18-02-22-13-46
0.1027216810966811,0.23884487734487736,18-02-22-13-48
0.1427216810966811,0.2508448773448773,18-02-22-13-53
0.1427216810966811,0.2508448773448773,18-02-22-13-54
0.1427216810966811,0.2508448773448773,18-02-22-13-54
0.1427216810966811,0.2508448773448773,18-02-22-13-56
0.1427216810966811,0.2508448773448773,18-02-22-13-56
0.1427216810966811,0.2508448773448773,18-02-22-13-57
0.1427216810966811,0.2508448773448773,18-02-22-13-58
0.1427216810966811,0.2508448773448773,18-02-22-13-58
0.1427216810966811,0.2508448773448773,18-02-22-14-02
0.10272168109668108,0.24384487734487734,18-02-22-14-04
0.1027216810966811,0.24384487734487734,18-02-22-14-05
0.1027216810966811,0.24384487734487734,18-02-22-14-06
0.1027216810966811,0.24384487734487734,18-02-22-14-07
0.1027216810966811,0.24384487734487734,18-02-22-14-08
0.1027216810966811,0.24384487734487734,18-02-22-14-10
0.1027216810966811,0.24384487734487734,18-02-22-14-11
0.1027216810966811,0.24384487734487734,18-02-22-14-12
0.1027216810966811,0.24384487734487734,18-02-22-14-13
0.0627216810966811,0.20384487734487736,18-02-22-14-15
0.0627216810966811,0.20384487734487736,18-02-22-14-16
0.0627216810966811,0.20384487734487736,18-02-22-14-17
0.0627216810966811,0.20384487734487736,18-02-22-14-21
0.0627216810966811,0.20384487734487736,18-02-22-14-22
0.0627216810966811,0.20384487734487736,18-02-22-14-22
0.0627216810966811,0.20384487734487736,18-02-22-14-24
0.0627216810966811,0.20384487734487736,18-02-22-14-31
0.0627216810966811,0.20384487734487736,18-02-22-14-33
0.07232395382395382,0.2909206349206349,18-02-22-16-44
0.08832395382395383,0.3309206349206349,18-02-22-22-15
0.08832395382395383,0.3309206349206349,18-02-22-22-16
0.08832395382395383,0.3309206349206349,18-02-22-22-17
0.08832395382395383,0.3309206349206349,18-02-22-22-18
0.08832395382395383,0.3309206349206349,18-02-22-22-19
0.08832395382395383,0.3309206349206349,18-02-22-22-20
0.08832395382395383,0.3309206349206349,18-02-22-22-21
0.08832395382395383,0.3309206349206349,18-02-22-22-22
0.08832395382395383,0.3309206349206349,18-02-22-22-23
0.08832395382395383,0.3309206349206349,18-02-22-22-24
0.08832395382395383,0.3309206349206349,18-02-22-22-25
0.08832395382395383,0.3309206349206349,18-02-22-22-26
0.08832395382395383,0.3309206349206349,18-02-22-22-27
0.08832395382395383,0.3309206349206349,18-02-22-22-28
0.08832395382395383,0.3309206349206349,18-02-22-22-29
0.08832395382395383,0.3309206349206349,18-02-22-22-30
0.08832395382395383,0.3309206349206349,18-02-22-22-31
0.08832395382395383,0.3309206349206349,18-02-22-22-32
0.08832395382395383,0.3309206349206349,18-02-22-22-33
0.08832395382395383,0.3309206349206349,18-02-22-22-34
0.08832395382395383,0.3309206349206349,18-02-22-22-35
0.08832395382395383,0.3309206349206349,18-02-22-22-36
0.08832395382395383,0.3309206349206349,18-02-22-22-37
0.08832395382395383,0.3309206349206349,18-02-22-22-38
0.08832395382395383,0.3309206349206349,18-02-22-22-39
0.08832395382395383,0.3309206349206349,18-02-22-22-40
0.08832395382395383,0.3309206349206349,18-02-22-22-41
0.08832395382395383,0.3309206349206349,18-02-22-22-42
0.08832395382395383,0.3309206349206349,18-02-22-22-43
0.08832395382395383,0.3309206349206349,18-02-22-22-44
0.08832395382395383,0.3309206349206349,18-02-22-22-45
0.09377849927849928,0.3491024531024531,18-02-22-22-46
0.08832395382395383,0.3309206349206349,18-02-22-22-47
0.08832395382395383,0.3309206349206349,18-02-22-22-48
0.08832395382395383,0.3309206349206349,18-02-22-22-49
0.08832395382395383,0.3309206349206349,18-02-22-22-50
0.08832395382395383,0.3309206349206349,18-02-22-22-51
0.08832395382395383,0.3309206349206349,18-02-22-22-52
0.08832395382395383,0.3309206349206349,18-02-22-22-53
0.08832395382395383,0.3309206349206349,18-02-22-22-54
0.08832395382395383,0.3309206349206349,18-02-22-22-56
0.08832395382395383,0.3309206349206349,18-02-22-22-56
0.08832395382395383,0.3309206349206349,18-02-22-22-57
0.08832395382395383,0.3309206349206349,18-02-22-22-58
0.08832395382395383,0.3309206349206349,18-02-22-22-59
0.08832395382395383,0.3309206349206349,18-02-22-23-00
0.08832395382395383,0.3309206349206349,18-02-22-23-01
0.08832395382395383,0.3309206349206349,18-02-22-23-02
0.08832395382395383,0.3309206349206349,18-02-22-23-03
0.08832395382395383,0.3309206349206349,18-02-22-23-04
0.08832395382395383,0.3309206349206349,18-02-22-23-05
0.08832395382395383,0.3309206349206349,18-02-22-23-06
0.08832395382395383,0.3309206349206349,18-02-22-23-07
0.08832395382395383,0.3309206349206349,18-02-22-23-08
0.08832395382395383,0.3309206349206349,18-02-22-23-09
0.08832395382395383,0.3309206349206349,18-02-22-23-11
0.08832395382395383,0.3309206349206349,18-02-22-23-11
0.08832395382395383,0.3309206349206349,18-02-22-23-12
0.08832395382395383,0.3309206349206349,18-02-22-23-13
0.08832395382395383,0.3309206349206349,18-02-22-23-14
0.08832395382395383,0.3309206349206349,18-02-22-23-15
0.08832395382395383,0.3309206349206349,18-02-22-23-16
0.08832395382395383,0.3309206349206349,18-02-22-23-17
0.08832395382395383,0.3309206349206349,18-02-22-23-18
0.08832395382395383,0.3309206349206349,18-02-22-23-19
0.08832395382395383,0.3309206349206349,18-02-22-23-20
0.12332395382395381,0.366920634920635,18-02-22-23-21
0.12332395382395381,0.366920634920635,18-02-22-23-22
0.12332395382395381,0.366920634920635,18-02-22-23-23
0.12332395382395381,0.366920634920635,18-02-22-23-24
0.12332395382395381,0.366920634920635,18-02-22-23-25
0.12332395382395381,0.366920634920635,18-02-22-23-26
0.12332395382395381,0.366920634920635,18-02-22-23-27
0.12332395382395381,0.366920634920635,18-02-22-23-28
0.12332395382395381,0.366920634920635,18-02-22-23-29
0.12332395382395381,0.366920634920635,18-02-22-23-30
0.12332395382395381,0.366920634920635,18-02-22-23-31
0.12332395382395381,0.366920634920635,18-02-22-23-32
0.12332395382395381,0.366920634920635,18-02-22-23-33
0.12332395382395381,0.366920634920635,18-02-22-23-34
0.12332395382395381,0.366920634920635,18-02-22-23-35
0.12332395382395381,0.366920634920635,18-02-22-23-36
0.12332395382395381,0.366920634920635,18-02-22-23-37
0.12332395382395381,0.36692063492063487,18-02-22-23-41
0.12332395382395381,0.36692063492063487,18-02-22-23-43
0.12332395382395381,0.36692063492063487,18-02-22-23-45
0.12332395382395381,0.36692063492063487,18-02-22-23-47
0.12332395382395381,0.36692063492063487,18-02-22-23-49
0.12332395382395381,0.36692063492063487,18-02-22-23-51
0.12332395382395381,0.36692063492063487,18-02-22-23-53
0.12332395382395381,0.36692063492063487,18-02-22-23-54
0.12332395382395381,0.36692063492063487,18-02-22-23-56
0.12332395382395381,0.36692063492063487,18-02-22-23-58
0.12332395382395381,0.36692063492063487,18-02-23-00-00
0.12332395382395381,0.36692063492063487,18-02-23-00-01
0.12332395382395381,0.36692063492063487,18-02-23-00-02
0.12332395382395381,0.36692063492063487,18-02-23-00-04
0.12332395382395381,0.36692063492063487,18-02-23-00-04
0.12332395382395381,0.366920634920635,18-02-23-00-18
0.12332395382395381,0.366920634920635,18-02-23-00-19
0.12332395382395381,0.366920634920635,18-02-23-00-20
0.12332395382395381,0.366920634920635,18-02-23-00-21
0.12332395382395381,0.366920634920635,18-02-23-00-24
0.12332395382395381,0.366920634920635,18-02-23-00-26
0.12332395382395381,0.366920634920635,18-02-23-00-27
0.12332395382395381,0.366920634920635,18-02-23-00-29
0.12332395382395381,0.366920634920635,18-02-23-00-30
0.12332395382395381,0.366920634920635,18-02-23-00-32
0.12332395382395381,0.366920634920635,18-02-23-00-33
0.12332395382395381,0.366920634920635,18-02-23-00-34
0.12332395382395381,0.366920634920635,18-02-23-00-36
0.12332395382395381,0.366920634920635,18-02-23-00-37
0.12332395382395381,0.366920634920635,18-02-23-00-38
0.12332395382395381,0.366920634920635,18-02-23-00-38
0.12332395382395381,0.366920634920635,18-02-23-00-46
0.12332395382395381,0.366920634920635,18-02-23-00-51
0.12332395382395381,0.366920634920635,18-02-23-00-51
0.12332395382395381,0.366920634920635,18-02-23-00-53
0.12332395382395381,0.366920634920635,18-02-23-00-54
0.12332395382395381,0.366920634920635,18-02-23-00-56
0.12332395382395381,0.366920634920635,18-02-23-00-58
0.12332395382395381,0.366920634920635,18-02-23-01-00
0.12332395382395381,0.366920634920635,18-02-23-01-01
0.12332395382395381,0.366920634920635,18-02-23-01-02
0.12332395382395381,0.366920634920635,18-02-23-01-04
0.12332395382395381,0.366920634920635,18-02-23-01-04
0.12332395382395381,0.366920634920635,18-02-23-01-05
0.13665728715728714,0.3869206349206349,18-02-23-01-07
0.13665728715728714,0.3869206349206349,18-02-23-01-09
0.13665728715728714,0.3869206349206349,18-02-23-01-10
0.13665728715728714,0.3869206349206349,18-02-23-01-13
0.13665728715728714,0.3869206349206349,18-02-23-01-14
0.13665728715728714,0.3869206349206349,18-02-23-01-17
0.13665728715728714,0.3869206349206349,18-02-23-01-17
0.13665728715728714,0.3869206349206349,18-02-23-01-18
0.13665728715728714,0.3869206349206349,18-02-23-01-19
0.13665728715728714,0.3869206349206349,18-02-23-01-22
0.13665728715728714,0.3869206349206349,18-02-23-01-22
0.13665728715728714,0.3869206349206349,18-02-23-01-23
0.13665728715728714,0.3869206349206349,18-02-23-01-24
0.13665728715728714,0.3869206349206349,18-02-23-01-26
0.13665728715728714,0.3869206349206349,18-02-23-01-27
0.12332395382395381,0.36692063492063487,18-02-23-01-29
0.12332395382395381,0.36692063492063487,18-02-23-01-31
0.12332395382395381,0.36692063492063487,18-02-23-01-32
0.12332395382395381,0.36692063492063487,18-02-23-01-34
0.12332395382395381,0.36692063492063487,18-02-23-01-35
0.12332395382395381,0.36692063492063487,18-02-23-01-36
0.12332395382395381,0.36692063492063487,18-02-23-01-36
0.12332395382395381,0.36692063492063487,18-02-23-01-38
0.12332395382395381,0.36692063492063487,18-02-23-01-39
0.12332395382395381,0.36692063492063487,18-02-23-01-40
0.12332395382395381,0.36692063492063487,18-02-23-01-41
0.12332395382395381,0.36692063492063487,18-02-23-01-43
0.12332395382395381,0.36692063492063487,18-02-23-01-44
0.12332395382395381,0.36692063492063487,18-02-23-01-46
0.12332395382395381,0.36692063492063487,18-02-23-01-47
0.09476839826839827,0.38630952380952377,18-02-23-01-48
0.09476839826839827,0.38630952380952377,18-02-23-01-51
0.09476839826839827,0.38630952380952377,18-02-23-01-52
0.09476839826839827,0.38630952380952377,18-02-23-01-52
0.09476839826839827,0.38630952380952377,18-02-23-01-53
0.09476839826839827,0.38630952380952377,18-02-23-01-54
0.09476839826839827,0.38630952380952377,18-02-23-01-55
0.09476839826839827,0.38630952380952377,18-02-23-01-56
0.09476839826839827,0.38630952380952377,18-02-23-01-58
0.12332395382395381,0.36692063492063487,18-02-23-02-00
0.12332395382395381,0.36692063492063487,18-02-23-02-01
0.12332395382395381,0.36692063492063487,18-02-23-02-01
0.12332395382395381,0.36692063492063487,18-02-23-02-03
0.12332395382395381,0.36692063492063487,18-02-23-02-03
0.12332395382395381,0.36692063492063487,18-02-23-02-04
0.12332395382395381,0.366920634920635,18-02-23-02-07
0.12332395382395381,0.366920634920635,18-02-23-02-08
0.12332395382395381,0.366920634920635,18-02-23-02-08
0.12332395382395381,0.366920634920635,18-02-23-02-09
0.12332395382395381,0.366920634920635,18-02-23-02-10
0.12332395382395381,0.366920634920635,18-02-23-02-12
0.12332395382395381,0.366920634920635,18-02-23-02-14
0.12332395382395381,0.366920634920635,18-02-23-02-15
0.12332395382395381,0.366920634920635,18-02-23-02-16
0.12332395382395381,0.366920634920635,18-02-23-02-16
0.12332395382395381,0.36692063492063487,18-02-23-02-20
0.12332395382395381,0.36692063492063487,18-02-23-02-21
0.12332395382395381,0.36692063492063487,18-02-23-02-21
0.11476839826839827,0.3463095238095238,18-02-23-02-23
0.11476839826839827,0.3463095238095238,18-02-23-02-24
0.11476839826839827,0.3463095238095238,18-02-23-02-32
0.11476839826839827,0.3463095238095238,18-02-23-02-37
0.11476839826839827,0.3463095238095238,18-02-23-02-38
